token_id,token_string,cleaned_token,token_label,has_leading_space,primary_signal,confidence_level,llm_category,final_category,n_contexts,has_contexts,gpu_id,double_checked
77,l,l,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
78,m,m,subword_en,False,SINGLE_CHAR_FRAGMENT,high,CONTRACTION,STEM,10,True,0,True
79,n,n,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,SUFFIX,10,True,0,True
80,o,o,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
81,p,p,subword_en,False,SINGLE_CHAR_FRAGMENT,high,PREFIX,STEM,10,True,0,True
82,q,q,subword_en,False,SINGLE_CHAR_FRAGMENT,high,PREFIX,STEM,10,True,0,True
83,r,r,subword_en,False,SINGLE_CHAR_FRAGMENT,high,CONTRACTION,STEM,10,True,0,True
84,s,s,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,SUFFIX,10,True,0,True
85,t,t,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
86,u,u,subword_en,False,SINGLE_CHAR_FRAGMENT,high,CONTRACTION,STEM,10,True,0,True
87,v,v,subword_en,False,SINGLE_CHAR_FRAGMENT,high,SUFFIX,STEM,10,True,0,True
88,w,w,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
89,x,x,subword_en,False,SINGLE_CHAR_FRAGMENT,high,PREFIX,STEM,10,True,0,True
90,y,y,subword_en,False,SINGLE_CHAR_FRAGMENT,high,FUNCTION,SUFFIX,10,True,0,True
91,z,z,subword_en,False,SINGLE_CHAR_FRAGMENT,high,CONTRACTION,STEM,10,True,0,True
246,Ġt,t,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
247,Ġa,a,word_en,True,WORD,high,FUNCTION,FUNCTION_DET,10,True,0,True
248,he,he,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
249,in,in,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
250,re,re,subword_en,False,WORD,medium,PREFIX,PREFIX,10,True,0,True
251,on,on,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
253,Ġthe,the,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
254,er,er,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
255,at,at,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
256,Ġs,s,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
257,en,en,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
258,Ġo,o,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
259,Ġw,w,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
260,Ġc,c,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
261,is,is,subword_en,False,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
262,it,it,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
263,or,or,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
264,ed,ed,subword_en,False,SUBTOKEN,high,SUFFIX,SUFFIX,10,True,0,True
265,es,es,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
266,an,an,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
267,al,al,subword_en,False,SUBTOKEN,medium,SUFFIX,SUFFIX,10,True,0,True
268,Ġp,p,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
269,Ġf,f,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
270,Ġb,b,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
271,Ġan,an,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
272,ing,ing,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
273,Ġof,of,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
274,ar,ar,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
275,Ġin,in,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
276,ou,ou,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
277,Ġd,d,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
278,Ġm,m,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
279,ion,ion,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
280,ic,ic,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
281,Ġto,to,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
282,le,le,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
284,as,as,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
285,Ġand,and,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
287,ro,ro,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
288,Ġh,h,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
289,Ġth,th,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
290,ent,ent,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
291,ct,ct,subword_en,False,SUBTOKEN,high,STEM,STEM,10,True,0,True
292,et,et,subword_en,False,SUBTOKEN,medium,SUFFIX,STEM,10,True,0,True
293,el,el,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
294,Ġre,re,word_en,True,WORD,very_high,FUNCTION,STEM,10,True,0,True
295,Ġn,n,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
296,st,st,subword_en,False,SUBTOKEN,low,PREFIX,SUFFIX,10,True,0,True
297,om,om,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
298,Ġl,l,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
299,Ġe,e,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
300,il,il,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
301,id,id,subword_en,False,SUBTOKEN,low,VERB,SUFFIX,10,True,0,True
302,ot,ot,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
303,im,im,subword_en,False,SUBTOKEN,high,PREFIX,STEM,10,True,0,True
304,ig,ig,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
305,Ġg,g,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
306,ve,ve,subword_en,False,WORD,high,CONTRACTION,CONTRACTION,10,True,0,True
307,ut,ut,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
308,ĠT,T,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
309,ĠI,I,word_en,True,WORD,high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
310,Ġis,is,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
311,ol,ol,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
312,am,am,subword_en,False,WORD,high,VERB,VERB_AUXILIARY,10,True,0,True
314,ly,ly,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
316,us,us,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
317,ac,ac,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
318,ation,ation,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
319,ow,ow,subword_en,False,SUBTOKEN,very_high,INTERJECTION,INTERJECTION,10,True,0,True
320,Ġbe,be,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
321,ur,ur,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
322,ĠS,S,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
323,Ġfor,for,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
324,ad,ad,subword_en,False,SUBTOKEN,low,PREFIX,STEM,10,True,0,True
326,Ġthat,that,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
327,Ġon,on,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
328,un,un,subword_en,False,SUBTOKEN,high,PREFIX,PREFIX,10,True,0,True
329,ĠA,A,word_en,True,WORD,high,FUNCTION,FUNCTION_DET,10,True,0,True
330,ĠC,C,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
331,Ġst,st,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
332,ver,ver,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
333,ay,ay,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
334,ith,ith,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
335,ul,ul,subword_en,False,SUBTOKEN,very_high,PREFIX,SUFFIX,10,True,0,True
336,ce,ce,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
338,if,if,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
339,se,se,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
340,Ġy,y,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
342,Ġwith,with,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
343,ir,ir,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
344,Ġhe,he,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
345,Ġcon,con,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
347,Ġas,as,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
348,ch,ch,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
350,ter,ter,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
351,od,od,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
352,Ġit,it,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
353,ĠM,M,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
354,Ġpro,pro,word_en,True,WORD,very_high,NOUN_PROPER,STEM,10,True,0,True
355,Ġal,al,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
356,ag,ag,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
357,ab,ab,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
358,em,em,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
359,Ġwe,we,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
360,um,um,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
362,Ġv,v,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
363,ri,ri,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
364,Ġwh,wh,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
365,pe,pe,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
366,ate,ate,subword_en,False,SUBTOKEN,high,VERB,SUFFIX,10,True,0,True
367,ĠP,P,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
368,Ġyou,you,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
369,Ġwas,was,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
371,qu,qu,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
372,Ġde,de,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
373,res,res,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
375,os,os,subword_en,False,SUBTOKEN,high,SUFFIX,SUFFIX,10,True,0,True
376,ra,ra,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
377,pp,pp,subword_en,False,AMBIGUOUS,subtoken_leaning,PREFIX,STEM,10,True,0,True
378,ĠB,B,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
379,her,her,subword_en,False,WORD,very_high,PRONOUN,PRONOUN,10,True,0,True
380,ĠThe,The,word_en,True,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
382,ist,ist,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
383,est,est,subword_en,False,SUBTOKEN,high,SUFFIX,SUFFIX,10,True,0,True
384,ht,ht,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
385,Ġex,ex,word_en,True,WORD,medium,FUNCTION,STEM,10,True,0,True
386,ant,ant,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
387,Ġat,at,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
388,ĠH,H,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
389,Ġcom,com,word_en,True,WORD,very_high,FUNCTION,STEM,10,True,0,True
390,Ġor,or,word_en,True,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
391,Ġr,r,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
392,ld,ld,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
394,th,th,subword_en,False,SUBTOKEN,very_high,FUNCTION,SUFFIX,10,True,0,True
395,and,and,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_CONJ,10,True,0,True
396,Ġse,se,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
398,ers,ers,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
399,ĠD,D,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
400,iv,iv,subword_en,False,ROMAN_NUMERAL,high,SUFFIX,SUFFIX,10,True,0,True
401,ĠF,F,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
402,Ġsu,su,word_en,True,WORD,low,PRONOUN,STEM,10,True,0,True
403,Ġare,are,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
404,ain,ain,subword_en,False,SUBTOKEN,medium,STEM,STEM,10,True,0,True
405,ess,ess,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
406,oc,oc,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
407,Ġby,by,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
408,ill,ill,subword_en,False,SUBTOKEN,very_low,VERB,SUFFIX,10,True,0,True
409,rom,rom,subword_en,False,SUBTOKEN,low,PREFIX,STEM,10,True,0,True
410,ore,ore,subword_en,False,SUBTOKEN,medium,ADVERB,SUFFIX,10,True,0,True
411,ĠW,W,word_en,True,SINGLE_CHAR_FRAGMENT,high,NOUN_PROPER,STEM,10,True,0,True
412,op,op,subword_en,False,SUBTOKEN,high,PREFIX,STEM,10,True,0,True
413,ke,ke,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
414,ity,ity,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
415,oun,oun,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
416,ĠR,R,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
417,Ġnot,not,word_en,True,WORD,very_high,FUNCTION,ADVERB,10,True,0,True
418,ĠL,L,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
419,Ġha,ha,word_en,True,WORD,low,INTERJECTION,INTERJECTION,10,True,0,True
420,ment,ment,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
421,ction,ction,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
422,ive,ive,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
423,end,end,subword_en,False,WORD,very_high,NOUN_COMMON,STEM,10,True,0,True
425,Ġne,ne,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
427,ĠN,N,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
429,ight,ight,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
430,ort,ort,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
431,pt,pt,subword_en,False,SUBTOKEN,medium,PREFIX,STEM,10,True,0,True
432,Ġfrom,from,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
433,red,red,subword_en,False,WORD,very_high,ADJECTIVE,SUFFIX,10,True,0,True
435,art,art,subword_en,False,WORD,very_high,NOUN_COMMON,NOUN_COMMON,10,True,0,True
436,Ġthis,this,word_en,True,WORD,very_high,PRONOUN,PRONOUN_DEMONSTRATIVE,10,True,0,True
437,ell,ell,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
438,ud,ud,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
439,Ġsh,sh,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
440,Ġun,un,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
441,Ġus,us,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
442,te,te,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
443,ĠG,G,word_en,True,SINGLE_CHAR_FRAGMENT,high,NOUN_PROPER,STEM,10,True,0,True
444,ĠE,E,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
445,ren,ren,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
446,pl,pl,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
447,ies,ies,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
448,Ġch,ch,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
450,ould,ould,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
451,ial,ial,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
452,Ġhave,have,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
453,fe,fe,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
454,our,our,subword_en,False,WORD,very_high,PRONOUN,PRONOUN_POSSESSIVE,10,True,0,True
455,all,all,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_DET,10,True,0,True
456,ated,ated,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
458,Ġle,le,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
459,ure,ure,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
460,ine,ine,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
461,ust,ust,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
462,og,og,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
463,ge,ge,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
465,Ġk,k,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
466,ie,ie,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
468,per,per,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
469,ich,ich,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
471,ack,ack,subword_en,False,SUBTOKEN,very_high,PREFIX,SUFFIX,10,True,0,True
472,ard,ard,subword_en,False,SUBTOKEN,very_high,STEM,SUFFIX,10,True,0,True
473,ĠO,O,word_en,True,SINGLE_CHAR_FRAGMENT,high,INTERJECTION,INTERJECTION,10,True,0,True
474,ical,ical,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
476,Ġcan,can,word_en,True,WORD,very_high,VERB,VERB_MODAL,10,True,0,True
478,iz,iz,subword_en,False,SUBTOKEN,very_high,VERB,SUFFIX,10,True,0,True
479,Ġme,me,word_en,True,WORD,very_high,PRONOUN,PRONOUN_PERSONAL,10,True,0,True
480,Ġj,j,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
482,ame,ame,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
483,out,out,subword_en,False,WORD,very_high,FUNCTION,STEM,10,True,0,True
484,up,up,subword_en,False,WORD,very_high,FUNCTION,FUNCTION_PARTICLE,10,True,0,True
485,ome,ome,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
486,age,age,subword_en,False,WORD,very_high,NOUN_COMMON,SUFFIX,10,True,0,True
487,ib,ib,subword_en,False,SUBTOKEN,very_high,PREFIX,STEM,10,True,0,True
488,Ġwhe,whe,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
489,ue,ue,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
490,Ġab,ab,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
491,der,der,subword_en,False,SUBTOKEN,medium,PREFIX,SUFFIX,10,True,0,True
492,Ġtr,tr,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
493,ost,ost,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
494,able,able,subword_en,False,WORD,very_high,ADJECTIVE,SUFFIX,10,True,0,True
496,ĠIn,In,word_en,True,WORD,very_high,FUNCTION,FUNCTION_PREP,10,True,0,True
497,Ġwere,were,word_en,True,WORD,very_high,VERB,VERB_AUXILIARY,10,True,0,True
498,cl,cl,subword_en,False,ROMAN_NUMERAL,high,PREFIX,STEM,10,True,0,True
499,Ġpl,pl,word_en,True,WORD,low,FUNCTION,STEM,10,True,0,True
500,ĠJ,J,word_en,True,SINGLE_CHAR_FRAGMENT,high,FUNCTION,STEM,10,True,0,True
501,Ġres,res,word_en,True,WORD,low,NOUN_PROPER,STEM,10,True,0,True
502,Ġcl,cl,word_en,True,ROMAN_NUMERAL,high,NUMERAL,STEM,10,True,0,True
503,ult,ult,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
504,ide,ide,subword_en,False,SUBTOKEN,very_high,STEM,STEM,10,True,0,True
505,ast,ast,subword_en,False,SUBTOKEN,very_high,SUFFIX,SUFFIX,10,True,0,True
